
> gaming-ui-demo@0.1.0 dev
> next dev

▲ Next.js 16.2.10 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.214.131.208:3000
- Environments: .env.local
✓ Ready in 920ms

○ Compiling / ...
(node:14600) [MONGOOSE] Warning: mongoose: the `new` option for `findOneAndUpdate()` and `findOneAndReplace()` is deprecated. Use `returnDocument: 'after'` instead.
 GET /api/game/state 200 in 42ms (next.js: 5ms, application-code: 38ms)
 GET /api/game/state 200 in 33ms (next.js: 4ms, application-code: 29ms)
 GET /api/game/history 200 in 20ms (next.js: 5ms, application-code: 15ms)
 GET /api/game/state 200 in 31ms (next.js: 5ms, application-code: 25ms)
 GET /api/game/state 200 in 30ms (next.js: 6ms, application-code: 24ms)
 GET /api/game/state 200 in 33ms (next.js: 6ms, application-code: 27ms)
 GET /api/game/state 200 in 60ms (next.js: 12ms, application-code: 48ms)
 GET /api/game/state 200 in 30ms (next.js: 5ms, application-code: 25ms)
 GET /api/game/history 200 in 14ms (next.js: 3ms, application-code: 10ms)
 GET /api/game/state 200 in 34ms (next.js: 4ms, application-code: 30ms)
 GET /api/game/state 200 in 34ms (next.js: 5ms, application-code: 29ms)
  Reload env: .env.local
 GET /login 200 in 136ms (next.js: 78ms, application-code: 58ms)
 GET / 200 in 402ms (next.js: 136ms, application-code: 266ms)
 GET /api/auth/me 401 in 78ms (next.js: 63ms, application-code: 15ms)
 GET /api/support-settings 200 in 121ms (next.js: 106ms, application-code: 14ms)
 GET /signup 200 in 709ms (next.js: 677ms, application-code: 32ms)
 GET /login 200 in 81ms (next.js: 39ms, application-code: 42ms)
 POST /api/auth/login 401 in 340ms (next.js: 315ms, application-code: 25ms)
 POST /api/auth/login 200 in 179ms (next.js: 11ms, application-code: 168ms)
 GET / 200 in 50ms (next.js: 11ms, application-code: 39ms)
 GET /api/auth/me 200 in 31ms (next.js: 14ms, application-code: 17ms)
 GET /api/auth/me 200 in 25ms (next.js: 9ms, application-code: 16ms)
 GET /wallet 200 in 625ms (next.js: 588ms, application-code: 38ms)
 GET /api/wallet 200 in 420ms (next.js: 398ms, application-code: 23ms)
 GET /api/wallet/stats 200 in 439ms (next.js: 323ms, application-code: 116ms)
 GET /api/wallet 200 in 16ms (next.js: 4ms, application-code: 12ms)
 GET /api/wallet/stats 200 in 30ms (next.js: 6ms, application-code: 25ms)
 GET /deposit 200 in 684ms (next.js: 639ms, application-code: 45ms)
 GET /api/support-settings 200 in 45ms (next.js: 25ms, application-code: 20ms)
 GET /api/wallet 200 in 52ms (next.js: 9ms, application-code: 43ms)
 GET /api/support-settings 200 in 55ms (next.js: 7ms, application-code: 48ms)
 GET /api/wallet 200 in 63ms (next.js: 26ms, application-code: 36ms)
 GET /api/transactions?type=deposit&page=1 200 in 379ms (next.js: 350ms, application-code: 29ms)
 GET /api/transactions?type=deposit&page=1 200 in 44ms (next.js: 7ms, application-code: 37ms)
 POST /api/deposit 200 in 131ms (next.js: 51ms, application-code: 79ms)
 GET /crash?deposit=check 200 in 469ms (next.js: 439ms, application-code: 30ms)
